epoch,train_loss,train_pr_auc,val_loss,val_pr_auc
1,0.033884419008091186,0.979968751310875,0.006327024779199109,0.8045571906746903
2,0.0077059680497238645,0.9982956215802019,0.005329809387043253,0.8515013556443705
3,0.0042251742752162265,0.9993661762037509,0.00845683911108807,0.8093470149332388
4,0.0026342170635141483,0.9997355553060497,0.007654916495552638,0.8263949530877805
5,0.0017992597632379365,0.9998946206812478,0.012492576705691455,0.7527458117667264
6,0.0017617813172938388,0.9999086569402845,0.008794593526388294,0.7758180047481115
7,0.0011546458283526171,0.9999400698907907,0.010895308272331284,0.7620128457486679
